	GSM8343538	GSM8343539	GSM8343540	GSM8343541	GSM8343542	GSM8343543
63950	2039	917	395	653	696	326
105378714	174	137	17	80	153	71
11124	1246	2558	3334	3278	3912	2690
105378715	146	258	256	278	263	258
112268262	77	67	82	40	49	74
1031	189	259	125	93	65	37
105378716	21	7	11	19	10	11
26994	2417	3267	3515	4126	4191	2540
22996	56	61	149	164	113	69
2060	1631	4315	4833	5585	5722	4176
105378720	26	59	64	61	57	84
105378719	12	9	17	10	16	20
114883	1077	3496	5102	5452	5382	4287
4898	5241	7794	9524	9923	10812	8663
105378721	117	338	432	455	404	396
100313892	11	19	28	29	26	19
5865	1335	2080	3594	3762	2969	1159
51060	1255	2401	3487	3249	3557	2757
112970	160	162	156	144	214	156
104355143	3	46	41	44	34	27
91408	1804	4437	5788	5711	6050	4391
9372	1022	2468	3108	3170	3365	2847
200014	2197	1576	1420	1750	1720	1480
4998	1611	2059	3470	2794	3235	2698
84950	2361	4650	4903	5624	6340	5042
23318	3660	7103	9058	9637	9433	7734
105378723	152	83	92	100	79	93
2882	274	951	1141	1207	1519	1059
348378	33	22	18	37	39	17
65260	775	1157	1335	1562	1663	1463
79699	4164	5715	5202	6356	6352	4924
440590	30	36	43	29	32	28
55268	135	149	89	73	37	36
6342	1400	1974	2021	2210	2427	1982
127435	18	11	0	1	2	4
1376	672	1050	1549	1499	1688	1166
54987	518	1353	1756	1686	2018	1413
4116	331	1418	1869	1848	1975	1610
100507564	28	156	131	145	188	129
7804	1822	4666	4103	4294	4918	4301
105378728	163	343	263	309	331	321
105378726	1118	1432	1032	973	1055	1355
105378732	9	19	5	9	12	19
105378731	15	51	23	31	41	33
105378730	13	54	22	20	18	21
55706	726	3645	5760	5178	5412	4581
54432	529	977	1286	1252	1493	962
1733	22	30	73	29	49	68
51668	292	993	1487	1628	1773	1262
115353	754	1544	2580	2293	2581	1879
9528	1229	2602	2773	3113	3620	2483
127428	644	888	1033	1274	1206	974
606495	628	671	749	728	814	772
51253	1537	2877	3972	3496	4430	3165
23648	4280	6346	6387	7111	7091	5852
619518	320	321	240	316	236	253
26027	90	93	154	204	182	270
338094	13	16	15	36	27	38
100527960	315	580	777	755	987	679
374977	4	3	18	29	9	23
7268	325	591	779	751	998	671
25973	73	285	392	409	409	296
163747	23	57	38	52	80	57
1718	10169	16761	23254	21575	29631	21378
107984958	21	38	33	38	24	31
255738	100	137	254	194	545	833
23358	4786	9501	11071	11148	12157	9869
100507634	97	82	93	80	98	113
105378744	5	17	4	3	8	15
8613	611	1700	2009	2041	2180	1942
5563	712	1338	2328	1982	1649	1352
199920	50	69	205	180	109	37
112267900	48	342	294	271	268	290
1600	1229	2779	2233	2238	2507	2392
105378748	41	87	68	73	64	64
105378747	97	212	164	144	116	155
101926890	6	49	56	22	28	40
105378746	32	163	157	120	128	117
107984960	41	68	121	89	67	103
115209	92	379	519	539	563	487
114803	928	3843	4985	4642	4684	4261
105378751	0	14	3	3	17	6
3725	2381	2397	829	1695	1769	1079
101926907	31	43	27	26	22	29
105378753	14	29	19	22	26	20
105378756	16	70	89	78	100	74
55277	331	746	653	592	664	637
101926944	0	11	3	5	9	11
51361	146	431	902	978	835	306
1573	0	20	13	45	19	34
127795	2	7	11	9	10	1
105378763	41	52	123	162	143	114
101926964	183	186	405	676	659	321
105378764	29	110	67	237	361	413
100996570	12	68	49	100	160	196
4774	1294	4793	1046	4784	7656	7087
645030	19	94	34	119	122	134
83941	345	542	577	636	628	497
10207	929	1298	1639	1949	1768	1080
107984965	50	24	26	27	30	18
54596	208	276	2195	3033	2360	1589
163782	17	31	360	505	1088	884
105378768	9	3	11	17	11	2
7398	2666	7684	9501	9579	11317	9020
85440	1853	7732	9465	10321	11156	9100
27329	79	194	187	233	147	212
84938	184	711	1096	971	961	802
100996301	2	0	39	51	26	8
27022	1	1	59	62	48	8
29929	252	1076	1494	1446	1406	1046
23421	131	1024	1630	1595	1537	1307
102724319	12	61	57	52	52	51
84455	235	781	822	985	863	615
79469	21	107	105	137	89	79
5236	406	838	856	993	1360	890
4919	590	646	1763	1570	1724	1438
105378772	27	11	42	46	40	41
101927034	94	47	94	76	71	89
105378773	4	3	22	13	16	6
107984966	75	71	45	59	67	39
57685	8870	11099	10823	13307	14422	8591
55225	828	2638	3901	3749	3699	2870
3716	1244	3605	3575	4791	5701	4149
101927084	6	29	40	29	26	32
100500854	1	15	35	17	23	19
205	483	2165	638	1129	1154	917
9829	354	973	904	961	935	466
102724416	191	157	140	105	90	67
112268227	87	92	88	58	40	34
3953	113	439	586	722	631	488
54741	805	1955	2336	2593	2537	1945
5142	960	5458	2775	3599	4960	4785
101927139	40	75	35	46	38	81
84251	193	575	443	532	511	195
100422871	20	18	16	17	12	6
200132	11	73	214	139	77	60
79819	134	413	437	575	591	323
57708	746	2656	3529	3876	3490	3352
23169	776	1519	2012	2809	3217	3938
3595	59	51	64	54	65	55
105378779	1	21	25	13	10	11
26135	15553	24644	29525	30738	34191	29425
1647	335	300	437	361	554	315
55970	1398	2825	3892	5323	6588	7623
105378781	9	56	57	48	58	107
100289178	42	166	158	248	238	288
9077	25	24	39	47	50	62
79971	1717	3477	4299	5537	7642	6546
100302279	7	26	17	10	17	39
6121	4	25	7	10	66	145
55635	427	2299	4258	3868	3724	3357
101927220	11	36	24	25	33	44
105378783	0	6	8	10	4	18
57554	342	800	170	325	273	249
105378792	25	115	18	36	34	54
55631	1071	3044	3437	3319	3531	2617
9295	3261	11704	14467	15455	14605	13409
81573	564	1602	1920	2291	2353	1688
11147	412	404	475	427	608	397
102724548	16	30	18	37	32	34
1491	227	463	645	561	561	470
5733	54	131	109	894	662	156
100132618	65	450	691	688	682	544
9406	3314	5303	7624	7627	7907	6611
406962	4	54	97	94	54	72
100852410	13	30	30	34	39	26
105378795	5	15	21	16	14	14
257194	204	369	564	772	791	1044
105378797	30	87	127	128	132	146
105378796	40	133	156	177	156	171
105378798	19	31	79	62	52	60
127255	0	31	25	43	25	17
100526835	40	96	73	68	65	53
8790	106	639	562	479	525	478
51086	9	34	22	28	18	14
127254	15	38	12	6	3	4
1429	132	419	217	168	140	64
127253	103	317	275	107	128	25
431707	5	15	7	12	16	36
204962	687	2010	1817	1952	1695	1300
34	1474	3153	3680	4099	4406	3117
1744	78	286	332	302	341	342
5876	688	1787	2184	2265	2477	2379
692085	115	93	63	64	72	99
26805	82	130	177	230	216	178
26804	30	62	65	84	77	68
4438	11	18	14	18	18	22
256435	788	2738	3150	4695	6074	5476
105378807	59	147	138	243	229	273
81849	1012	11186	4108	4481	5303	4023
102466995	4	41	10	11	20	18
10026	348	1652	1620	1694	1848	1441
105378808	8	37	78	79	37	41
26289	194	275	110	264	356	291
26009	1022	3861	5006	5235	5563	4205
23032	1929	5933	6317	7549	7956	5893
374986	584	1094	852	1229	1115	944
374987	65	65	59	33	41	34
91624	740	3120	3491	3829	3067	3412
8880	2344	12950	15914	16916	17536	15159
11080	559	856	1436	1388	1236	1057
54810	15	8	17	21	27	28
5737	19	54	43	86	55	58
10964	518	1552	114	924	1390	1077
10561	52	408	18	179	437	604
64123	39	224	1041	984	930	673
23266	7622	19877	14883	17699	22820	26364
101927434	1	43	15	21	28	101
103283057	15	49	87	76	61	92
101927498	7	19	24	37	32	26
107985037	54	58	147	169	152	136
105378816	6	22	19	37	21	22
107985041	32	54	49	34	30	39
79739	1148	2116	1988	2364	2280	1316
5567	1350	3467	3866	4712	4863	3354
107985046	112	231	258	214	182	226
112268230	2	12	6	9	10	6
148418	57	108	134	190	150	106
80135	496	1715	2199	2190	2614	1947
2787	734	4018	4315	4461	5956	3868
100505741	42	106	102	94	96	99
1486	50	212	325	320	308	275
105378819	4	3	12	13	12	5
117178	1137	2252	2956	2940	2692	1960
23566	0	1	38	14	28	32
255231	12	5	16	9	12	24
126820	25	97	206	217	240	99
84144	544	698	934	808	871	719
148423	1090	1982	1964	2468	2333	1891
8915	519	1092	1229	1127	1385	1015
646626	42	57	99	59	75	61
23576	3738	7672	5097	5379	6638	5175
107985054	100	171	87	76	107	132
3491	2778	2800	2219	2591	2695	1629
107985057	18	46	56	47	46	46
112268231	8	9	10	9	7	13
54680	1323	1530	1484	1602	1400	1238
255631	119	154	133	139	100	109
105378824	14	42	33	51	30	16
105378825	16	26	66	35	41	29
57489	870	2588	2891	2876	2880	2241
105378828	6	32	45	27	40	32
51100	1333	4879	4578	5671	6073	4733
9403	572	2248	3031	3053	3593	2606
9653	2131	5171	6454	6491	6484	5957
339524	13	27	36	32	59	57
8543	911	2075	2943	2586	2730	2166
100505768	7	28	33	23	17	24
105378833	16	38	39	30	30	35
105378839	31	28	27	29	21	21
101927891	11	52	84	57	69	59
105378838	16	28	60	48	33	40
5586	2813	5011	6467	6969	6541	5654
2959	177	826	1067	1065	1371	915
56267	741	1617	2515	2225	2372	1921
494115	693	1924	2215	2276	2600	2082
2635	9	23	32	21	16	25
105378841	20	34	41	13	24	33
2633	0	12	7	27	35	25
112268267	8	27	25	19	10	11
105378844	18	5	31	21	14	19
23507	508	1324	2737	2350	2506	2456
84230	283	403	1907	1421	1321	918
400761	24	17	40	22	25	7
101927952	6	1	7	27	21	13
55144	654	1720	2911	2761	2934	2218
105378847	34	22	28	17	16	30
492303	31	90	85	89	99	62
284695	2494	3807	4170	4495	4004	4043
105378849	47	114	205	158	151	77
107985088	292	615	905	863	724	340
343472	192	273	123	220	316	80
105378853	211	265	329	387	365	201
105378855	26	97	141	142	109	109
84146	2389	6217	8332	9068	9328	6483
164045	291	989	1269	1340	1199	1160
8317	889	3777	5081	4658	5305	5134
102723436	6	23	22	32	22	34
7049	104	171	584	676	1003	1548
253152	66	112	92	97	102	40
646817	78	60	99	85	61	60
284697	44	130	140	136	126	75
23285	124	607	511	676	590	310
388649	1	19	13	14	21	26
11146	307	1207	1696	1589	1646	1531
79871	3461	4834	5428	5952	5845	4678
2672	57	89	49	109	147	34
7813	1564	2320	2510	2929	3084	2338
6125	8163	21755	32841	32594	37763	26897
388650	226	418	424	522	450	400
6083	19	27	28	25	36	35
26782	11	42	52	36	40	24
22823	1631	4193	5449	5799	5481	4480
50999	802	3572	3858	3920	4116	3846
343099	603	1730	2164	2096	1804	1839
107985521	37	15	32	15	13	18
100131564	447	711	1117	1034	974	822
1810	1721	4112	5110	5527	5718	5043
54874	3610	11426	11823	14586	13733	9955
107985761	51	54	46	49	42	41
8412	492	852	1359	1466	1504	1152
100129046	89	116	147	163	197	175
723788	0	5	6	16	5	11
30836	833	2850	3490	3652	4116	3210
2730	288	722	835	931	921	804
24	12	31	89	88	71	70
9411	212	1674	1624	2002	2053	2234
5825	821	3920	4101	4548	5053	3802
2152	104	217	407	282	290	200
105378861	20	7	15	22	8	7
101928079	44	47	124	153	122	67
126969	92	249	271	424	362	200
1266	8434	17775	27667	26094	30725	20827
105378862	672	132	148	162	135	141
729970	72	282	355	330	354	231
199857	300	439	416	495	481	499
105378863	10	23	19	30	14	17
101928098	6	13	7	18	14	13
148534	141	243	530	516	459	147
100527978	57	260	398	370	356	222
101928118	24	28	29	34	39	16
25950	240	722	979	870	926	611
58155	5541	13318	14133	13976	15220	12109
1806	220	473	427	542	490	379
100873932	8	14	11	12	15	15
105378867	5	25	15	15	32	12
100873933	5	11	9	7	5	15
109729128	19	42	31	29	27	17
400765	307	269	103	182	168	79
100616452	167	50	12	27	14	17
729987	41	63	54	64	57	28
51375	611	2097	1370	1256	1585	1370
163404	15	114	40	61	95	99
9890	12	59	11	31	41	28
54873	12	19	104	93	54	32
391059	134	333	530	467	480	569
178	515	1637	2389	2245	2240	1541
23443	1149	1123	1337	1320	1222	1103
64645	962	2458	3040	3220	3680	2709
163786	383	1838	2492	2386	2450	2214
54482	700	1356	1499	1596	1632	1417
127495	23	145	210	237	242	203
1629	614	1308	1676	1794	1656	1450
100506007	38	101	157	133	99	97
8634	1127	1820	1912	2243	2174	1839
693138	6	25	27	29	20	26
8556	588	1577	1885	1817	1943	1409
105379827	167	84	102	114	71	61
7412	356	507	114	118	197	244
2135	614	2243	3012	3015	3019	2934
148867	619	1388	1615	1732	1807	1526
51611	1110	2076	2536	2653	2803	2183
102606465	171	265	495	487	426	333
101928370	26	42	39	50	55	44
1901	198	777	1256	1155	1346	1244
102723784	1	8	20	16	24	37
104355286	0	20	21	24	21	4
118427	35	246	382	488	529	288
1301	8400	3843	10512	13120	11399	12604
55599	369	919	1004	933	998	782
280	51	165	198	195	140	134
279	0	7	14	14	10	5
55170	1265	1686	1873	1906	2410	1818
22854	63	131	86	114	168	114
10451	177	311	409	364	350	211
29957	1129	3075	5296	5571	6167	4581
284611	337	1544	1862	1797	1894	1813
113802	193	300	327	391	473	377
105378890	7	21	11	19	20	16
55119	2267	2235	1960	2642	2193	2454
6814	282	1479	1674	1716	1870	1654
105378891	3	18	3	4	9	14
254268	9	43	11	18	18	31
29899	1919	2929	3173	3378	3527	3345
23155	1304	2667	2966	3205	3402	2639
22911	819	1811	1339	1960	2043	1284
6884	424	561	500	521	705	462
105378892	12	11	11	9	11	4
56900	337	1372	1458	1632	1512	1343
677766	26700	8048	9574	7866	10796	5965
127003	97	145	83	133	146	151
57535	249	235	133	195	244	109
6301	3204	4491	4584	5076	5642	4385
1952	15446	13704	11131	12680	12691	10298
84722	2623	2698	3458	2977	3286	2891
343263	22	45	47	45	45	31
6272	4666	10146	9183	9917	10307	6433
5686	1381	2558	3438	3271	3912	2957
284612	19	31	16	33	28	17
127002	525	707	881	822	1031	663
284613	379	400	432	426	360	349
57463	357	476	587	559	585	453
83873	13	14	29	21	23	11
2773	2422	7128	8201	8708	9679	7771
2780	64	129	144	149	160	175
271	831	1563	1635	1645	2063	1425
2948	564	729	720	705	851	637
2946	601	1007	1112	1052	1248	872
2944	464	966	963	951	995	608
2949	21	41	36	29	21	7
2947	542	979	1169	1160	1367	847
1435	335	337	479	492	534	437
10768	2475	5435	5893	6264	6462	5564
85369	1662	2318	2971	3072	3321	2601
105378895	13	25	20	7	10	14
257	160	189	293	267	278	287
388662	19	17	3	4	13	15
3749	323	250	495	367	316	313
440600	33	13	51	33	36	24
64783	2082	2994	3509	3423	3520	3293
9122	345	502	646	794	767	767
10542	226	1596	1909	2166	2420	1681
101410535	11	28	25	43	35	22
3737	56	242	152	626	1073	1600
3738	202	754	192	369	388	321
55791	186	679	1287	1232	1190	976
128338	187	831	1216	1169	1136	944
10390	215	701	1018	1024	1016	886
79961	11	49	70	38	80	62
128344	34	91	101	128	191	82
5016	42	45	65	55	49	45
79084	1693	2009	2806	2339	3181	2229
515	1264	4431	6068	5725	7133	4992
128346	152	230	204	239	247	233
5906	381	1523	1470	1869	1930	1641
107985184	59	36	30	42	29	33
55924	259	238	220	204	245	174
100506343	23	56	48	59	80	34
101928718	34	69	61	68	82	41
11218	581	2035	2709	2739	3134	2348
3752	266	670	64	173	179	194
643355	13	12	0	0	8	5
55917	1125	3576	4669	5131	5356	4053
100422976	0	16	33	39	30	18
7482	289	480	1085	936	998	1137
54879	529	1211	1625	1677	1692	1680
829	2192	7525	10100	10110	11761	9140
4343	1656	2477	3741	3308	3758	3017
389	1122	1588	1725	1747	2047	1399
333926	58	54	66	53	69	48
284467	7	10	4	6	10	11
100996702	46	27	25	8	17	10
105378911	8	10	15	15	8	6
6566	3521	5146	9656	8363	8855	7267
246182	127	73	122	91	66	80
100506392	143	117	129	154	147	169
107985189	179	129	99	118	59	74
100996251	128	67	93	92	86	116
9860	2234	3365	3834	4311	4474	3760
260425	2196	3970	3399	4187	4207	3375
10745	2175	3985	6086	5466	5314	3873
54665	1753	3471	3712	4083	3784	3130
100287722	93	155	173	155	208	180
26191	1	16	9	23	16	6
440603	14	29	23	31	25	35
10717	268	642	724	676	851	674
64858	578	1327	1732	1505	1887	1415
101928846	8	10	3	21	17	11
204851	2112	5319	6245	6693	6861	5517
56944	78	116	817	1016	1693	1452
148281	301	279	644	292	287	253
51592	2535	7249	8642	9166	8918	7598
105378913	3	20	12	11	17	7
10286	628	1784	2435	2448	3115	2039
105378914	6	16	15	10	13	3
163259	226	240	227	255	251	180
4893	1976	7447	8637	9162	10015	7332
7812	8872	34950	44718	46401	49904	39336
80143	1002	3185	4407	4493	4605	3830
7252	5	13	10	6	7	2
10100	162	428	529	348	333	151
105378916	14	14	9	2	4	4
81839	408	873	1129	1256	1276	1022
845	14	20	13	9	16	4
4808	1011	1061	351	679	1200	604
101928995	0	14	7	7	10	9
101928977	18	35	6	19	21	16
55356	295	1030	598	825	837	538
476	5713	7938	11423	11979	13545	9661
84852	948	1300	2114	2107	2386	1606
112268235	35	70	80	109	85	102
965	72	307	376	451	472	393
105378925	4	18	21	16	36	20
3321	2631	4267	4989	7010	7188	5634
105378924	70	85	92	101	107	108
5738	1276	2186	2282	2948	2924	2596
9398	271	688	787	996	919	805
101929099	21	36	47	42	42	35
8458	1503	3018	4297	3891	4140	3866
100126331	13	6	3	1	12	8
80263	851	1071	1155	1151	997	1021
79679	11	29	35	34	50	29
10905	1850	5848	5592	6767	7600	5688
54855	52	68	107	97	140	109
54834	786	2411	2884	3031	2936	2372
10885	1226	2768	3145	3277	3751	3156
200162	363	700	799	793	778	515
6913	1	2	201	351	484	792
10352	160	544	766	788	960	710
104472716	0	10	13	9	7	12
101929147	263	220	308	340	302	293
107985192	3	10	6	9	13	12
128102	48	37	38	37	29	36
644242	28	20	52	48	45	32
90874	1059	1469	1533	1885	1695	1162
26227	4728	4900	9583	7623	8909	6493
105378936	214	466	810	727	736	771
343505	2	5	10	7	12	8
4853	6708	12845	18331	22272	24403	14968
101929178	0	10	5	11	9	4
9554	975	2844	3179	3261	3490	3213
107985522	17	25	34	32	28	25
105378941	0	11	9	11	12	8
105378954	61	69	67	97	68	45
728841	1684	1648	2156	2308	2283	1850
107985523	33	81	89	119	89	82
767846	99	179	235	213	177	188
100996724	410	799	762	840	768	674
107985524	142	81	65	72	81	45
101929796	194	223	227	250	312	180
101060684	1571	2114	2328	2742	2666	2162
107985762	21	116	45	74	75	39
101954277	111	230	213	385	266	223
653505	3	4	9	11	10	6
728855	119	176	199	230	227	205
100996720	35	32	37	52	57	43
101954264	6	46	72	66	62	57
105369199	5	8	17	13	14	23
107985748	1	14	24	24	20	9
106479023	192	283	446	397	557	301
2210	3	13	9	19	11	12
100996318	15	24	21	26	26	21
337875	21	176	263	248	357	206
653820	202	385	495	517	380	504
653464	1447	3609	3062	3985	4574	4213
107985193	708	992	626	974	719	1030
100873165	108	167	121	139	150	169
107985194	35	124	103	162	205	226
647121	101	270	339	281	320	206
107985195	14	24	23	17	15	33
101929814	8	4	10	11	9	8
105371172	31	4	1	4	12	8
105371175	8	20	9	15	17	16
107985200	45	75	95	89	76	69
107985201	14	57	32	50	36	35
101927452	10	5	4	11	4	5
26863	9772	4919	3194	3789	3324	2519
199882	7	17	8	10	9	10
338391	53	208	295	266	482	213
440686	342	424	593	625	872	416
554282	221	343	391	424	354	451
100996712	638	1492	1216	1519	1841	1597
105371206	11	14	5	13	16	13
100996732	79	134	99	124	104	103
101927333	6	11	3	9	13	13
105373467	157	191	202	330	250	237
101954267	72	152	162	254	189	162
100189323	2	27	13	15	15	6
284565	1080	1639	2088	2394	2217	1965
105371211	3	14	18	26	20	13
6063	30	39	32	52	46	34
105379574	1953	788	535	601	537	438
100189127	4	37	36	41	36	15
101929826	6	11	3	11	16	12
645166	32	64	76	88	62	54
105371216	11	12	5	12	16	13
647135	1948	3862	3157	4215	4729	4392
107985595	345	307	240	301	260	348
728833	287	382	405	448	407	516
105371219	10	27	20	26	16	21
101929805	29	103	95	101	99	143
103091866	151	316	256	315	324	354
100996740	169	80	79	106	113	78
101954266	422	797	705	1023	1056	716
7214	8	37	33	39	41	24
100288142	3073	3573	3175	4381	3737	3281
105371312	467	307	329	320	357	323
101929780	355	642	794	880	919	683
653519	202	724	987	933	1036	817
5174	84	158	237	227	176	187
11126	26	57	66	88	72	77
27246	3836	2394	2636	2698	2805	2519
10623	852	2021	2228	2327	3040	2138
200035	168	348	385	448	465	359
10401	1028	1517	2080	1854	2313	1724
148741	66	51	40	18	29	15
8515	16	25	38	178	205	267
8799	675	550	576	736	812	623
114814	834	1141	1185	1353	1380	1031
9939	8722	10173	10617	11427	12822	9071
105371260	847	1006	1065	1200	1635	1014
128077	5159	4686	2821	3491	3617	2772
84265	375	685	459	566	555	378
284615	141	107	47	57	80	45
10628	5053	8240	7578	8871	8799	4741
100189064	14	61	19	37	27	10
100188991	53	23	27	16	18	7
100189198	13	20	1	1	6	1
101954276	70	115	146	144	127	90
101928979	31	85	140	160	150	66
100132406	1861	3530	3379	4440	4517	3944
388677	862	1641	1832	2268	2295	1870
105371254	12	18	18	24	25	16
170688	436	748	983	1094	1129	851
102724364	13418	4514	3109	3702	3242	2544
112268274	25	53	94	142	92	29
100996756	71	248	226	309	309	218
107985591	4	15	5	16	10	7
100288805	182	334	395	392	319	182
149013	2900	3988	3958	4484	4470	3667
728989	1	2	10	5	13	4
100189334	3	5	15	12	9	4
101447996	77	29	86	73	80	64
5565	583	1928	1916	2136	2250	2175
9557	1477	2897	4115	4234	4468	4021
171423	824	1222	1365	1428	1795	1321
2330	136	254	224	198	203	246
607	2198	5263	7670	7948	8638	6695
51205	624	1229	1598	1553	1415	1271
2702	17	35	80	33	29	21
105371229	4	5	10	4	8	13
51463	165	655	873	856	942	741
100034743	41	93	139	128	114	108
105371228	52	66	72	87	62	65
26864	9206	4493	2972	3490	3031	2350
728920	1	5	23	9	12	18
200030	1573	2190	2335	2693	2724	2211
105371227	19	52	89	114	122	28
101927468	27	21	10	9	9	3
105371226	44	26	35	28	39	27
284561	5	10	37	46	25	34
100189307	37	16	15	16	10	10
105371225	44	25	39	34	35	27
100189174	36	16	15	15	10	10
100847044	16	17	76	63	90	41
101954273	2	15	7	24	28	22
102466225	10	25	12	28	26	16
100132057	152	273	351	445	418	355
101954272	156	56	65	83	79	93
107985525	13	76	78	121	120	124
388685	252	397	504	524	623	489
105371224	343	740	830	902	812	796
100189005	6	19	20	14	24	5
25832	2431	3932	3648	5008	4969	4445
100996763	1507	2674	2972	3680	3587	3092
105371223	13	18	23	28	30	13
440672	459	840	1110	1223	1266	940
100996517	134	265	278	315	299	253
9659	1014	1669	1367	1649	1772	1166
112268272	34	77	91	112	103	82
400818	1466	1853	2421	2687	2477	2115
